,Rank,Name,Platform,Genre,Publisher,ESRB_Rating,Developer,Critic_Score
395,396,World Soccer Winning Eleven 8 International,PS2,Sports,Konami,E,Konami Computer Entertainment Tokyo,9.3
398,399,Resident Evil VII: Biohazard,PS4,Action,Capcom,M,Capcom,8.6
399,400,Monster Hunter Freedom Unite,PSP,Role-Playing,Capcom,T,Capcom Production Studio 1,7.7
401,402,LEGO Indiana Jones: The Original Adventures,X360,Adventure,LucasArts,E10,Traveller's Tales,7.5
402,403,The Sims: Unleashed,PC,Simulation,Electronic Arts,T,Maxis,7.3
404,405,Ratchet & Clank: Size Matters,PSP,Platform,Sony Computer Entertainment,E10,High Impact Games,8.5
405,406,Harry Potter and the Sorcerer's Stone,PS,Action,Electronic Arts,E,Argonaut Games,8.0
406,407,Pokemon Trading Card Game,GB,Strategy,Nintendo,E,Hudson Soft,8.3
407,408,FIFA 17,XOne,Sports,Electronic Arts,E,EA Canada,8.8
408,409,Spyro: Year of the Dragon,PS,Platform,Sony Computer Entertainment,E,Insomniac Games,9.1
409,410,The Legend of Zelda: A Link Between Worlds,3DS,Adventure,Nintendo,E,Nintendo EAD,9.3
410,411,FIFA Soccer 2005,PS2,Sports,EA Sports,E,EA Canada,8.4
412,413,The Legend of Zelda: Skyward Sword,Wii,Adventure,Nintendo,T,Nintendo EAD,9.4
413,414,Tony Hawk's Pro Skater 4,PS2,Sports,Activision,T,Neversoft Entertainment,9.6
414,415,Midnight Club 3: DUB Edition,PSP,Racing,Rockstar Games,E10,Rockstar Leeds,7.2
415,416,MySims,DS,Simulation,Electronic Arts,E,EA Redwood Shores,6.7
416,417,Banjo-Kazooie,N64,Platform,Nintendo,E,Rare Ltd.,9.3
417,418,SOCOM: U.S. Navy SEALs,PS2,Shooter,Sony Computer Entertainment,M,Zipper Interactive,8.0
418,419,Battlefield 4,PS3,Shooter,Electronic Arts,M,EA DICE,8.7
419,420,Jak and Daxter: The Precursor Legacy,PS2,Platform,Sony Computer Entertainment,E,Naughty Dog,9.0
420,421,Pokemon Snap,N64,Simulation,Nintendo,E,HAL Laboratory,7.9
421,422,Pro Evolution Soccer 2008,PS2,Sports,Konami,E,Konami,8.2
422,423,FIFA Soccer 10,PS3,Sports,EA Sports,E,EA Canada,9.0
423,424,Guitar Hero: World Tour,Wii,Misc,Activision,T,Vicarious Visions,8.4
425,426,Star Wars Battlefront,PS2,Shooter,LucasArts,T,Pandemic Studios,8.1
426,427,Doom II,PC,Shooter,GT Interactive,M,id Software,9.3
427,428,The Simpsons: Road Rage,PS2,Racing,Electronic Arts,T,Radical Entertainment,6.1
429,430,Assassin's Creed Syndicate,PS4,Action,Ubisoft,M,Ubisoft Quebec,8.6
430,431,Star Wars Battlefront II,PS2,Shooter,LucasArts,T,Pandemic Studios,8.5
432,433,Cooking Mama 2: Dinner With Friends,DS,Simulation,Majesco,E,Office Create,6.9
435,436,Croc: Legend of the Gobbos,PS,Platform,Fox Interactive,E,Argonaut Games,7.6
436,437,Battlefield 4,X360,Shooter,Electronic Arts,M,EA DICE,8.7
437,438,Grand Theft Auto: Liberty City Stories,PS2,Action,Rockstar Games,M,Rockstar Leeds,8.3
438,439,The Getaway,PS2,Action,Sony Computer Entertainment,M,Team Soho,7.7
439,440,Tomb Raider III: Adventures of Lara Croft,PS,Adventure,Eidos Interactive,T,Core Design Ltd.,8.2
440,441,Batman: Arkham Asylum,X360,Action,Eidos Interactive,T,Rocksteady Studios,9.1
441,442,Assassin's Creed: Brotherhood,X360,Action,Ubisoft,M,Ubisoft Montreal,9.1
443,444,LEGO Star Wars: The Video Game,PS2,Action,Eidos Interactive,E,Traveller's Tales,7.9
444,445,Resident Evil 5,X360,Action,Capcom,M,Capcom,8.6
446,447,NBA 2K17,PS4,Sports,2K Sports,E,Visual Concepts,9.0
447,448,FIFA Soccer 11,X360,Sports,EA Sports,E,EA Canada,8.7
448,449,Spyro 2: Ripto's Rage!,PS,Platform,Sony Computer Entertainment,E,Insomniac Games,8.7
449,450,Left 4 Dead,X360,Shooter,Valve Corporation,M,Certain Affinity / Valve Software,8.7
450,451,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,Platform,Nintendo,E,Rare Ltd.,8.8
451,452,Fable II,X360,Role-Playing,Microsoft Game Studios,M,Lionhead Studios,9.0
453,454,Resident Evil 3: Nemesis,PS,Action,Capcom,M,Capcom,9.4
454,455,World of Warcraft: The Burning Crusade,PC,MMO,Blizzard Entertainment,T,Blizzard Entertainment,9.2
455,456,FIFA Soccer 2004,PS2,Sports,EA Sports,E,EA Canada,8.0
456,457,Pokemon Mystery Dungeon: Blue Rescue Team,DS,Role-Playing,Nintendo,E,ChunSoft,6.3
458,459,Battlefield: Bad Company 2,X360,Shooter,Electronic Arts,M,EA Digital Illusions CE,9.0
459,460,Borderlands,X360,Shooter,2K Games,M,Gearbox Software,8.3
460,461,Mario & Sonic at the Olympic Winter Games,DS,Sports,Sega,E,Sega,7.6
462,463,Guitar Hero: On Tour,DS,Misc,Activision,E10,Vicarious Visions,7.1
465,466,LEGO Batman: The Videogame,X360,Adventure,Warner Bros. Interactive,E10,Traveller's Tales,7.5
466,467,Tekken 4,PS2,Fighting,Namco,T,Namco,7.9
468,469,LittleBigPlanet 2,PS3,Platform,Sony Computer Entertainment,E,Media Molecule,9.1
470,471,Destiny,XOne,Shooter,Activision,T,Bungie,8.3
471,472,Spider-Man 2,PS2,Action,Activision,T,Treyarch,7.9
475,476,Crash Bash,PS,Misc,Sony Computer Entertainment,E,Eurocom Entertainment Software,6.8
477,478,Tekken: Dark Resurrection,PSP,Fighting,Namco Bandai,T,8ing/Raizing,8.7
478,479,The Elder Scrolls V: Skyrim Special Edition,PS4,Role-Playing,Bethesda Softworks,M,Bethesda Softworks,8.3
480,481,The Legend of Zelda: Majora's Mask,N64,Adventure,Nintendo,E,Nintendo EAD,9.3
482,483,Yoshi's Island DS,DS,Platform,Nintendo,E,Artoon,8.2
483,484,Assassin's Creed IV: Black Flag,X360,Action-Adventure,Ubisoft,M,Ubisoft Montreal,8.5
484,485,NBA 2K18,PS4,Sports,2K Sports,E10,Visual Concepts,8.1
485,486,Big Brain Academy: Wii Degree,Wii,Misc,Nintendo,E,Nintendo EAD,7.1
487,488,Luigi's Mansion,GC,Action,Nintendo,E,Nintendo EAD,7.9
490,491,Animal Crossing: Happy Home Designer,3DS,Simulation,Nintendo,E,Nintendo EAD,6.6
492,493,Max Payne,PS2,Shooter,Rockstar Games,M,Remedy Entertainment,8.1
493,494,Madden NFL 16,PS4,Sports,EA Sports,E,EA Tiburon,8.2
498,499,The Lord of the Rings: The Return of the King,PS2,Action,Electronic Arts,T,"Hypnos Entertainment, Inc.",8.4
499,500,Half-Life 2: Episode Two,PC,Shooter,Valve Software,M,Valve Corporation,9.1
500,501,Madden NFL 17,PS4,Sports,EA Sports,E,EA Tiburon,8.5
504,505,God of War: Chains of Olympus,PSP,Action,Sony Computer Entertainment,M,Ready at Dawn,8.9
505,506,FIFA 16,XOne,Sports,EA Sports,E,EA Canada,8.5
506,507,Tekken,PS,Fighting,Namco,T,Namco,8.3
507,508,Flash Focus: Vision Training in Minutes a Day,DS,Misc,Nintendo,E,Bandai Namco Games,6.1
508,509,007: Tomorrow Never Dies,PS,Shooter,Electronic Arts,T,Black Ops Entertainment,6.2
509,510,L.A. Noire,PS3,Adventure,Rockstar Games,M,Team Bondi,9.1
514,515,WWF SmackDown! 2: Know Your Role,PS,Fighting,THQ,T,Yuke's,8.7
516,517,Assassin's Creed IV: Black Flag,PS4,Action-Adventure,Ubisoft,M,Ubisoft Montreal,8.3
517,518,Personal Trainer: Cooking,DS,Misc,Nintendo,E,Nintendo EAD,8.4
519,520,Assassin's Creed Odyssey,PS4,Action-Adventure,Ubisoft,M,Ubisoft Quebec,9.5
520,521,Fallout: New Vegas,PS3,Role-Playing,Bethesda Softworks,M,Obsidian Entertainment,8.2
521,522,Ace Combat 04: Shattered Skies,PS2,Simulation,Namco,E,Namco,8.9
522,523,Sonic Heroes,PS2,Platform,Sega,E,Sonic Team,6.6
523,524,Club Penguin: Elite Penguin Force,DS,Adventure,Disney Interactive Studios,E,1st Playable Productions,7.0
525,526,FIFA 18,XOne,Sports,EA Sports,E,EA Vancouver,8.0
528,529,The Elder Scrolls IV: Oblivion,PS3,Role-Playing,Bethesda Softworks,M,4J Studios,9.3
529,530,Star Wars Episode I Racer,N64,Racing,LucasArts,E,LucasArts,8.7
530,531,Tekken 6,PS3,Fighting,Namco Bandai,T,Namco Bandai Games,7.9
533,534,Tom Clancy's Ghost Recon Wildlands,PS4,Shooter,Ubisoft,M,Ubisoft Paris,7.0
534,535,NBA 2K13,X360,Sports,2K Sports,E,Visual Concepts,8.6
536,537,Mario Party 9,Wii,Party,Nintendo,E,"Nd Cube Co., Ltd.",6.5
537,538,Mass Effect 2,X360,Role-Playing,Electronic Arts,M,BioWare Edmonton,9.5
540,541,LEGO Batman: The Videogame,Wii,Adventure,Warner Bros. Interactive,E10,Traveller's Tales,7.3
541,542,Saints Row 2,X360,Action,THQ,M,Volition Inc.,7.9
544,545,Call of Duty: Ghosts,XOne,Shooter,Activision,M,Infinity Ward,7.5
545,546,Heavy Rain,PS3,Adventure,Sony Computer Entertainment,M,Quantic Dream,8.8
546,547,LEGO Batman: The Videogame,DS,Adventure,Warner Bros. Interactive,E10,Traveller's Tales,7.8
548,549,Kung Fu Panda,X360,Platform,Activision,E10,Luxoflux,7.5
550,551,New Super Luigi U,WiiU,Action,Nintendo,E,Nintendo,7.8
551,552,Rhythm Heaven,DS,Music,Nintendo,E,Nintendo SPD Group No.1,8.5
553,554,Rayman,PS,Platform,Ubisoft,E,Ubisoft Montpellier,7.0
554,555,Tom Clancy's Splinter Cell,XB,Action,Ubisoft,T,Ubisoft,9.3
556,557,Professor Layton and the Unwound Future,DS,Adventure,Nintendo,E10,Level 5,8.4
558,559,Disney Epic Mickey,Wii,Platform,Disney Interactive Studios,E,Junction Point Studios,7.0
559,560,Killzone 2,PS3,Shooter,Sony Computer Entertainment,M,Guerrilla Games,9.1
560,561,Crysis,PC,Shooter,Electronic Arts,M,Crytek,9.2
561,562,Fable,XB,Role-Playing,Microsoft Game Studios,M,Big Blue Box,8.6
562,563,Gears of War 3,X360,Shooter,Microsoft Studios,M,Epic Games,9.1
563,564,Kinect Sports,X360,Sports,Microsoft Game Studios,E10,Rare Ltd.,7.4
564,565,Sonic and the Secret Rings,Wii,Platform,Sega,E,Sonic Team,6.7
565,566,Sonic Rush,DS,Platform,Sega,E,Dimps Corporation,7.8
566,567,The Legend of Zelda: Majora's Mask 3D,3DS,Action-Adventure,Nintendo,E10,GREZZO,9.0
567,568,Warcraft II: Tides of Darkness,PC,Strategy,Blizzard Entertainment,T,Blizzard Entertainment,9.3
568,569,WWE SmackDown! vs. Raw 2006,PS2,Fighting,THQ,T,Yuke's,8.4
569,570,Kirby Super Star Ultra,DS,Platform,Nintendo,E,HAL Laboratory,7.3
572,573,inFAMOUS,PS3,Action,Sony Computer Entertainment,T,Sucker Punch Productions,8.7
575,576,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,Puzzle,Nintendo,E,Nintendo Software Technology Corporation,7.8
576,577,Style Savvy,DS,Simulation,Nintendo,E,syn Sophia,7.6
577,578,Super Meat Boy,PC,Platform,Unknown,T,Team Meat,9.2
578,579,Star Wars: The Old Republic,PC,Role-Playing,Electronic Arts,T,BioWare / LucasArts,8.4
579,580,The Legend of Zelda: Spirit Tracks,DS,Adventure,Nintendo,E10,Nintendo EAD,8.7
580,581,Battlefield: Bad Company 2,PS3,Shooter,Electronic Arts,M,EA Digital Illusions CE,8.9
583,584,Street Fighter IV,X360,Fighting,Capcom,T,Capcom / Dimps Corporation,9.3
586,587,Wave Race 64,N64,Racing,Nintendo,E,Nintendo EAD,9.2
588,589,Pokemon Ranger,DS,Role-Playing,Nintendo,E,HAL Laboratory,6.6
589,590,Super Mario Maker,3DS,Platform,Nintendo,E,Nintendo,7.3
590,591,Madden NFL 13,X360,Sports,EA Sports,E,EA Tiburon,8.0
592,593,Mass Effect,X360,Role-Playing,Microsoft Game Studios,M,BioWare Edmonton,9.2
593,594,FIFA 15,X360,Sports,EA Sports,E,EA Canada,6.9
596,597,Mortal Kombat (2011),PS3,Fighting,Warner Bros. Interactive Entertainment,M,NetherRealm Studios,8.5
597,598,World Soccer Winning Eleven 7 International,PS2,Sports,Konami,E,Konami Computer Entertainment Tokyo,9.2
598,599,Sega Superstars Tennis,X360,Sports,Sega,E10,Sumo Digital,6.9
599,600,Cooking Mama: Cook Off,Wii,Simulation,Majesco,E,Office Create,5.9
602,603,Syphon Filter,PS,Shooter,989 Studios,T,Eidetic,9.2
604,605,Mafia III,PS4,Action-Adventure,2K Games,M,Hangar 13,6.9
606,607,Colin McRae Rally,PS,Racing,Sony Computer Entertainment,E,Codemasters,7.9
607,608,1-2-Switch,NS,Party,Nintendo,E10,Nintendo EPD,5.7
608,609,Wii Music,Wii,Music,Nintendo,E,Nintendo EAD,5.6
609,610,Yokai Watch,3DS,Role-Playing,Nintendo,E10,Level 5,7.7
610,611,The Elder Scrolls III: Morrowind,XB,Role-Playing,Bethesda Softworks,T,Bethesda Softworks,8.2
612,613,Assassin's Creed: Brotherhood,PS3,Action,Ubisoft,M,Ubisoft Montreal,9.1
614,615,Command & Conquer: Red Alert,PC,Strategy,Virgin Interactive,T,Westwood Studios,9.3
618,619,Metroid Prime,GC,Shooter,Nintendo,T,Retro Studios,9.6
620,621,Madden NFL 10,X360,Sports,EA Sports,E,EA Tiburon,8.6
621,622,BioShock,X360,Shooter,2K Games,M,2K Australia / 2K Boston,9.6
624,625,Finding Nemo,GBA,Platform,THQ,E,Vicarious Visions,7.0
625,626,Medal of Honor,PS3,Shooter,Electronic Arts,M,EA Los Angeles,7.0
627,628,The Legend of Zelda: A Link to the Past,GBA,Adventure,Nintendo,E,"Flagship Co., Ltd. / Nintendo EAD",9.6
628,629,Gran Turismo (PSP),PSN,Racing,Sony Computer Entertainment,E,Polyphony Digital,7.8
629,630,Need for Speed: Hot Pursuit,PS3,Racing,Electronic Arts,E10,Criterion Games,8.9
630,631,Imagine: Fashion Designer,DS,Simulation,Ubisoft,E,Virtual Toys / Lexis Numerique,3.0
631,632,Killzone 3,PS3,Shooter,Sony Computer Entertainment,M,Guerrilla Games,8.2
634,635,Tekken 5,PS2,Fighting,Namco,T,Namco,9.0
637,638,Skylanders: Spyro's Adventure,Wii,Action,Activision,E10,Toys for Bob,8.0
638,639,A Bug's Life,PS,Platform,Sony Computer Entertainment,E,Traveller's Tales,3.6
643,644,Ratchet & Clank: Going Commando,PS2,Platform,Sony Computer Entertainment,T,Insomniac Games,8.7
645,646,Star Wars: The Force Unleashed,X360,Action,LucasArts,T,LucasArts,7.1
646,647,Saints Row: The Third,X360,Action,THQ,M,Volition Inc.,8.3
648,649,Battlefield 3,PC,Shooter,Electronic Arts,M,Dice,8.9
650,651,Resident Evil,PS,Action,Capcom,M,Capcom,8.6
652,653,Tetris DS,DS,Puzzle,Nintendo,E,Nintendo,8.5
653,654,L.A. Noire,X360,Adventure,Rockstar Games,M,Team Bondi,9.1
655,656,Far Cry: Primal,PS4,Action-Adventure,Ubisoft,M,Ubisoft Montreal,7.2
656,657,"Pokemon: Let's Go, Eevee!",NS,Role-Playing,Nintendo,E,Game Freak,8.3
657,658,Overwatch,XOne,Shooter,Blizzard Entertainment,T,Blizzard Entertainment,8.7
658,659,Need for Speed (2015),PS4,Racing,Electronic Arts,T,Ghost Games,7.0
659,660,Madden NFL 13,PS3,Sports,EA Sports,E,EA Tiburon,8.3
660,661,Skate 3,X360,Sports,EA Sports,T,EA Black Box,8.3
663,664,Madden NFL 12,X360,Sports,EA Sports,E,EA Tiburon,7.8
665,666,Mario Party,N64,Misc,Nintendo,E,Hudson Soft,7.6
667,668,Call of Duty 3,X360,Shooter,Activision,T,Treyarch,8.0
668,669,LEGO Star Wars II: The Original Trilogy,PS2,Action,LucasArts,E10,Traveller's Tales,8.4
669,670,Madden NFL 11,X360,Sports,EA Sports,E,EA Tiburon,8.3
670,671,Burnout 3: Takedown,PS2,Racing,Electronic Arts,T,Criterion Games,9.3
671,672,Mario Party: Island Tour,3DS,Party,Nintendo,E,"Nd Cube Co., Ltd.",5.5
673,674,Halo Wars,X360,Strategy,Microsoft Game Studios,T,Ensemble Studios,8.1
674,675,Call of Duty 2: Big Red One,PS2,Shooter,Activision,T,Treyarch,8.5
675,676,Medal of Honor,PS,Shooter,Electronic Arts,T,DreamWorks Interactive,9.3
676,677,Guitar Hero: World Tour,X360,Misc,Activision,T,Neversoft Entertainment,8.6
679,680,Medal of Honor Heroes,PSP,Shooter,Electronic Arts,T,Team Fusion,6.7
680,681,Hannah Montana,DS,Action,Buena Vista,E,DC Studios,6.5
681,682,Need for Speed: Shift,PS3,Racing,Electronic Arts,E,Slightly Mad Studios,8.2
685,686,Medal of Honor,X360,Shooter,Electronic Arts,M,EA Los Angeles,7.3
686,687,NBA 2K12,X360,Sports,2K Sports,E,Visual Concepts,9.1
688,689,NBA 2K13,PS3,Sports,2K Sports,E,Visual Concepts,8.9
691,692,Madden NFL 18,PS4,Sports,EA Sports,E,EA Tiburon,8.2
692,693,FIFA Soccer 10,X360,Sports,EA Sports,E,EA Canada,8.9
693,694,LittleBigPlanet,PSP,Platform,Sony Computer Entertainment,E,SCEE Cambridge,8.8
696,697,Mario Strikers Charged,Wii,Sports,Nintendo,E10,Next Level Games,7.7
697,698,Monster Hunter 3G,3DS,Role-Playing,Capcom,T,Capcom,7.6
699,700,Grand Theft Auto: Episodes from Liberty City,X360,Adventure,Rockstar Games,M,Rockstar North,9.0
701,702,Mario + Rabbids: Kingdom Battle,NS,Strategy,Ubisoft,E10,Ubisoft Milan,8.3
703,704,FIFA Soccer 09,PS3,Sports,Electronic Arts,E,EA Canada,8.6
706,707,Mario & Luigi: Dream Team,3DS,Role-Playing,Nintendo,E10,AlphaDream Corporation,8.0
707,708,Bastion,PC,Role-Playing,Warner Bros. Interactive Entertainment,E10,Supergiant Games,8.5
708,709,WWE SmackDown vs. RAW 2007,PS2,Fighting,THQ,T,Yuke's,8.0
710,711,Ratchet & Clank: Up Your Arsenal,PS2,Platform,Sony Computer Entertainment,T,Insomniac Games,9.1
712,713,Clubhouse Games,DS,Misc,Nintendo,E,Agenda,8.3
714,715,Ratchet & Clank Future: Tools of Destruction,PS3,Platform,Sony Computer Entertainment,E10,Insomniac Games,8.9
716,717,Dragon Age: Origins,X360,Role-Playing,Electronic Arts,M,BioWare Edmonton,8.5
717,718,FIFA 16,PS3,Sports,EA Sports,E,EA Canada,9.0
718,719,Pokemon Stadium 2,N64,Strategy,Nintendo,E,HAL Laboratory,7.9
719,720,Madden NFL 09,X360,Sports,EA Sports,E,EA Tiburon,8.5
721,722,Mario Tennis Aces,NS,Sports,Nintendo,E,Camelot Software Planning,7.8
722,723,Crazy Taxi,PS2,Racing,Acclaim Entertainment,T,Hitmaker,8.2
723,724,Perfect Dark,N64,Shooter,Rare,M,Rare Ltd.,9.7
724,725,Tomb Raider (2013),PS3,Action,Square Enix,M,Crystal Dynamics,8.9
725,726,Midnight Club: Los Angeles,PS3,Racing,Rockstar Games,T,Rockstar San Diego,8.3
727,728,Marvel: Ultimate Alliance,X360,Role-Playing,Activision,T,Raven Software,8.3
728,729,Crisis Core: Final Fantasy VII,PSP,Role-Playing,Square Enix,T,Square Enix,8.1
729,730,Dance Central,X360,Music,MTV Games,T,Harmonix Music Systems,8.4
730,731,Diablo,PC,Role-Playing,Blizzard Entertainment,M,Blizzard Entertainment,8.7
733,734,Far Cry,PC,Shooter,Ubisoft,M,Crytek,8.6
734,735,Final Fantasy Tactics,PS,Role-Playing,Sony Computer Entertainment,T,SquareSoft,8.8
735,736,Forza Horizon 3,XOne,Racing,Microsoft Studios,E,Playground Games,9.0
736,737,Warcraft III: The Frozen Throne,PC,Strategy,Blizzard Entertainment,T,Blizzard Entertainment,9.2
739,740,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,Action,Rockstar Games,M,Rockstar North,9.8
741,742,Game Party,Wii,Misc,Midway Games,E,JGI Entertainment,2.6
742,743,Mortal Kombat: Deadly Alliance,PS2,Fighting,Midway Games,M,Midway,8.2
743,744,Dungeon Defenders,PC,Role-Playing,Trendy Entertainment,E10,Trendy Entertainment,8.3
745,746,Saints Row: The Third,PS3,Action,THQ,M,Volition Inc.,8.3
748,749,Pure,X360,Racing,Disney Interactive Studios,E,Black Rock Studio,8.3
749,750,Rock Band,X360,Misc,MTV Games,T,Harmonix Music Systems,9.1
751,752,WarioWare Touched!,DS,Puzzle,Nintendo,E,Intelligent Systems,7.8
752,753,Resistance 2,PS3,Shooter,Sony Computer Entertainment,M,Insomniac Games,8.5
753,754,Batman: Arkham City,PC,Action,Warner Bros. Interactive,T,Rocksteady Studios,9.0
754,755,Madden NFL 16,XOne,Sports,EA Sports,E,EA Tiburon,8.4
755,756,Mario Party 4,GC,Misc,Nintendo,E,Hudson Soft,7.0
757,758,LEGO Harry Potter: Years 1-4,Wii,Adventure,Warner Bros. Interactive,E10,Traveller's Tales,7.9
759,760,Madden NFL 17,XOne,Sports,EA Sports,E,EA Tiburon,8.1
760,761,Twisted Metal 2,PS,Racing,Sony Computer Entertainment,T,SingleTrac,8.7
763,764,Need for Speed Carbon: Own the City,PSP,Racing,Electronic Arts,E10,EA Black Box,7.4
764,765,Donkey Kong Country Returns 3D,3DS,Platform,Nintendo,E,Monster Games,8.6
766,767,Kirby Star Allies,NS,Platform,Nintendo,E10,HAL Laboratory,8.1
767,768,Sonic Adventure,DC,Platform,Sega,E,Sonic Team,8.9
768,769,Tom Clancy's Rainbow Six: Vegas 2,X360,Shooter,Ubisoft,M,Ubisoft Montreal,8.2
769,770,God of War Collection,PS3,Action,Sony Computer Entertainment,M,Bluepoint Games,9.2
770,771,Kinect: Disneyland Adventures,X360,Action-Adventure,Microsoft Studios,E10,Frontier Developments,8.5
771,772,Pro Evolution Soccer 2011,PS3,Sports,Konami,E,Konami,6.0
772,773,ATV Offroad Fury,PS2,Racing,Sony Computer Entertainment,E,Rainbow Studios,8.4
773,774,Pokemon Colosseum,GC,Role-Playing,Nintendo,E,Genius Sonority Inc.,7.0
774,775,NBA 2K16,XOne,Sports,2K Sports,E10,Visual Concepts,8.3
775,776,Halo: Combat Evolved Anniversary,X360,Shooter,Microsoft Studios,M,343 Industries,8.0
779,780,Midnight Club: Los Angeles,X360,Racing,Rockstar Games,T,Rockstar San Diego,8.0
780,781,Dino Crisis,PS,Action,Capcom,M,Capcom Production Studio 4,8.9
782,783,Monster Hunter Freedom 2,PSP,Role-Playing,Capcom,T,Capcom,7.6
784,785,Theme Hospital,PC,Strategy,Electronic Arts,E,Bullfrog Productions,5.5
786,787,Madden NFL 11,PS3,Sports,EA Sports,E,EA Tiburon,8.4
788,789,Frogger's Adventures: Temple of the Frog,GBA,Adventure,Konami,E,Konami,6.7
790,791,Mario & Sonic at the London 2012 Olympic Games,Wii,Sports,Sega,E,Sega,6.8
793,794,Guitar Hero,PS2,Misc,RedOctane,T,Harmonix Music Systems,8.0
794,795,Dead Island,X360,Action,Deep Silver,M,Techland,7.0
798,799,Madden NFL 08,X360,Sports,EA Sports,E,EA Tiburon,8.7
799,800,The Incredibles,PS2,Action,THQ,T,Heavy Iron Studios,5.9
801,802,Kirby: Triple Deluxe,3DS,Platform,Nintendo,E,HAL Laboratory,7.8
802,803,Madden NFL 10,PS3,Sports,EA Sports,E,EA Tiburon,8.5
804,805,Sonic's Ultimate Genesis Collection,PS3,Misc,Sega,E10,Backbone Entertainment,8.1
805,806,Sleeping Dogs,PC,Action-Adventure,Square Enix,M,United Front Games,8.5
811,812,Pokemon Ranger: Shadows of Almia,DS,Role-Playing,Nintendo,E,HAL Laboratory,6.7
812,813,WarioWare: Smooth Moves,Wii,Puzzle,Nintendo,E,Intelligent Systems,8.2
813,814,LEGO Indiana Jones: The Original Adventures,Wii,Adventure,LucasArts,E10,Traveller's Tales,7.8
817,818,Kinect Sports: Season Two,X360,Sports,Microsoft Studios,E10,Rare Ltd.,6.6
818,819,Madden NFL 25,X360,Sports,EA Sports,E,EA Tiburon,7.8
819,820,Art Academy,DS,Misc,Nintendo,E,Headstrong Games,6.8
820,821,My Fitness Coach,Wii,Sports,Ubisoft,E,Ubisoft,7.1
821,822,Assassin's Creed IV: Black Flag,XOne,Action,Ubisoft,M,Ubisoft Montreal,8.3
822,823,Mario Super Sluggers,Wii,Sports,Nintendo,E,Bandai Namco Games / NOW Production,6.7
823,824,Mario Tennis,N64,Sports,Nintendo,E,Camelot Software Planning,8.8
824,825,Grand Theft Auto,PS,Action,Take-Two Interactive,M,DMA Design,6.0
826,827,Mafia II,PC,Action,2K Games,M,Illusion Softworks,7.6
829,830,The Sims 3,X360,Simulation,Electronic Arts,T,The Sims Studio,8.0
831,832,LEGO Star Wars: The Complete Saga,PS3,Action,LucasArts,E10,Traveller's Tales,8.0
833,834,Chrono Trigger,SNES,Role-Playing,Square,E,SquareSoft,8.8
834,835,Final Fantasy III,DS,Role-Playing,Square Enix,E10,Matrix Software,7.4
835,836,Resident Evil 4,PS2,Action,Capcom,M,Capcom Production Studio 4,9.6
837,838,LEGO Harry Potter: Years 1-4,DS,Adventure,Warner Bros. Interactive,E10,Traveller's Tales,8.0
838,839,Dead Island,PS3,Action,Deep Silver,M,Techland,6.7
841,842,Pro Evolution Soccer 2010,PS3,Sports,Konami,E,Konami,7.0
843,844,The Legend of Zelda: The Wind Waker,WiiU,Action-Adventure,Nintendo,E10,Nintendo EAD,9.3
849,850,Animal Crossing,GC,Simulation,Nintendo,E,Nintendo EAD,8.3
850,851,Classic NES Series: Super Mario Bros.,GBA,Platform,Nintendo,E,Nintendo EAD,8.3
851,852,Kirby Squeak Squad,DS,Platform,Nintendo,E,"HAL Laboratory, Flagship",7.3
852,853,Madden NFL 12,PS3,Sports,EA Sports,E,EA Tiburon,7.8
854,855,No Man's Sky,PS4,Action-Adventure,Hello Games,T,Hello Games,6.8
