Rank,Name,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
10442,F1 CAREER CHALLENGE,1/1/2003,Racing,0.05,0.04,0,0.01,0.1
10443,TAIKO NO TATSUJIN: V VERSION,1/1/2015,Action,0,0,0.1,0,0.1
10444,PARIAH,1/1/2005,Action,0.08,0.02,0,0,0.1
10447,METAL SLUG 3,1/1/2004,Shooter,0.08,0.02,0,0,0.1
10450,FATAL FRAME 2: WII EDITION,1/1/2012,Action,0,0,0.1,0,0.1
10452,PRO YAKYUU FAMISTA DS 2009,1/1/2009,Sports,0,0,0.1,0,0.1
10455,GALLOP RACER 2006,1/1/2005,Sports,0.02,0.02,0.06,0.01,0.1
10456,ARMY CORPS OF HELL,1/1/2011,Action,0.05,0.04,0,0.02,0.1
10457,BRATZ: THE MOVIE,1/1/2005,Platform,0.48,0.19,0,0.08,0.75
10458,DIGIMON STORY: LOST EVOLUTION,1/1/2010,Role-Playing,0,0,0.1,0,0.1
10459,EXIT DS,1/1/2008,Puzzle,0.09,0,0.01,0.01,0.1
10461,UNIVERSE AT WAR: EARTH ASSAULT,1/1/2008,Action,0.09,0.01,0,0.01,0.1
10464,THE WHISPERED WORLD,1/1/2009,Adventure,0,0.08,0,0.02,0.1
10466,LEARN CHESS,1/1/2009,Misc,0.1,0,0,0.01,0.1
10468,ESCAPE FROM MONKEY ISLAND,1/1/2001,Adventure,0.05,0.04,0,0.01,0.1
10471,MICKEY'S SPEEDWAY USA (WEEKLY JP SALES),1/1/2000,Racing,0,0,0.1,0,0.1
10473,BOKU NO NATSUYASUMI PORTABLE: MUSHI MUSHI HAKASE TO TEPPEN-YAMA NO HIMITSU!!,1/1/2006,Adventure,0,0,0.1,0,0.1
10474,MIAMI LAW,1/1/2009,Adventure,0.1,0,0,0.01,0.1
10475,MACROSS 30: GINGA O TSUNAGU UTAGOE,1/1/2013,Shooter,0,0,0.1,0,0.1
10476,KIDOU SENSHI GUNDAM UC,1/1/2012,Action,0,0,0.1,0,0.1
10477,YU-GI-OH! 5D'S WHEELIE BREAKERS,1/1/2009,Racing,0.09,0.01,0,0.01,0.1
10480,CORVETTE EVOLUTION GT,1/1/2008,Racing,0.1,0,0,0.01,0.1
10481,MAY'S MYSTERY: FORBIDDEN MEMORIES,1/1/2011,Puzzle,0.05,0.04,0,0.01,0.1
10482,PICTOIMAGE,1/1/2007,Puzzle,0.1,0,0,0.01,0.1
10484,RIDGE RACER 2,1/1/2006,Racing,0,0.03,0.07,0.01,0.1
10487,DROPSHIP: UNITED PEACE FORCE,1/1/2002,Simulation,0.05,0.04,0,0.01,0.1
10489,ROME: TOTAL WAR,1/1/2004,Strategy,0,0.08,0,0.02,0.1
10494,G1 JOCKEY 3,1/1/2002,Sports,0.02,0.01,0.07,0,0.1
10497,REVOLUTION X,1/1/1995,Shooter,0.06,0.04,0,0.01,0.1
10503,BUJINGAI: THE FORSAKEN CITY,1/1/2003,Fighting,0.05,0.04,0,0.01,0.1
10504,DOKO DEMO ISSHO,1/1/2004,Misc,0,0,0.1,0,0.1
10506,THE STORY OF NOAH'S ARK,1/1/2010,Action,0.1,0,0,0.01,0.1
10507,BROOKTOWN HIGH: SENIOR YEAR,1/1/2007,Simulation,0.09,0,0,0.01,0.1
10512,DEATH BY DEGREES,1/1/2005,Action,0.05,0.04,0,0.01,0.1
10513,VANDAL HEARTS II,1/1/1999,Strategy,0.06,0.04,0,0.01,0.1
10514,GOUKETUJI ICHIZOKU 2: CHOTTODAKE SAIKYOU DENSETSU,1/1/1995,Fighting,0,0,0.1,0.01,0.1
10515,SAMURAI WARRIORS CHRONICLES 2ND,1/1/2012,Action,0,0,0.1,0,0.1
10517,TOARU MAJUTSU NO INDEX,1/1/2011,Adventure,0,0,0.1,0,0.1
10518,DORA'S COOKING CLUB,1/1/2010,Misc,0.08,0.01,0,0.01,0.1
10519,ESA GAME PACK,1/1/2010,Misc,0.09,0,0,0.01,0.1
10523,UNO / SKIP-BO / UNO FREEFALL,1/1/2006,Misc,0.1,0,0,0.01,0.1
10524,CULDCEPT DS,1/1/2008,Strategy,0,0,0.1,0,0.1
10525,SABAN'S POWER RANGERS: LIGHTSPEED RESCUE,1/1/2004,Racing,0.48,0.19,0,0.02,0.71
10527,THE KING OF FIGHTERS: DREAM MATCH 1999,1/1/1999,Fighting,0,0,0.1,0,0.1
10529,KINGDOMS OF AMALUR: RECKONING,1/1/2010,Misc,1.06,0.68,0.1,0.22,2.07
10530,WEISS SCHWARZ PORTABLE,1/1/2011,Strategy,0,0,0.1,0,0.1
10531,KIRARIN * REVOLUTION: MEZASE! IDOL QUEEN,1/1/2007,Simulation,0,0,0.1,0,0.1
10532,DUNGEONS & DRAGONS TACTICS,1/1/2007,Strategy,0.09,0,0,0.01,0.1
10533,MOSHI MONSTERS: MOSHLINGS THEME PARK,1/1/1998,Fighting,0.16,0.5,0,0.08,0.73
10535,DORA & KAI-LAN'S PET SHELTER,1/1/2011,Strategy,0.08,0.01,0,0.01,0.1
10536,DJ MAX FEVER,1/1/2009,Misc,0.09,0,0,0.01,0.1
10537,MATH BLASTER IN THE PRIME ADVENTURE,1/1/2009,Misc,0.09,0,0,0.01,0.1
10538,FOOTBALL DIRECTOR DS,1/1/2008,Sports,0,0.1,0,0,0.1
10539,SHELLSHOCK,1/1/1995,Action,0.06,0.04,0,0.01,0.1
10540,BLUE STINGER,1/1/1999,Adventure,0,0,0.1,0,0.1
10542,THE DESTINY OF ZORRO,1/1/2009,Action,0.1,0,0,0.01,0.1
10543,HOT WHEELS ULTIMATE RACING,1/1/2007,Action,0.09,0,0,0.01,0.1
10545,INAZUMA ELEVEN GO STRIKERS 2013,1/1/2012,Role-Playing,0,0,0.1,0,0.1
10546,NFL 2K2,1/1/2011,Action,0.57,0.38,0,0.12,1.07
10548,DAITO GIKEN KOUSHIKI PACHI-SLOT SIMULATOR: HIHOUDEN - OSSU! BANCHOU - YOSHIMUNE DS,1/1/2007,Misc,0,0,0.1,0,0.1
10549,URBAN CHAOS,1/1/1999,Action,0.06,0.04,0,0.01,0.1
10550,CREEPER WORLD 3: ARC ETERNAL,1/1/2009,Strategy,0,0,0.1,0,0.1
10551,MONKEY MISCHIEF! PARTY TIME,1/1/2008,Misc,0.09,0,0,0.01,0.1
10552,DRAGLADE,1/1/2007,Fighting,0.09,0,0,0.01,0.1
10554,WATER SPORTS,1/1/2009,Action,0.05,0.04,0,0.01,0.1
10556,BATEN KAITOS ORIGINS,1/1/2006,Role-Playing,0.06,0.02,0.02,0,0.1
10557,E·O·E: EVE OF EXTINCTION,1/1/2002,Fighting,0.04,0.03,0.02,0.01,0.1
10560,PENGUIN NO MONDAI: THE WORLD,1/1/2010,Adventure,0,0,0.1,0,0.1
10565,HAKUOUKI PORTABLE,1/1/2009,Adventure,0,0,0.1,0,0.1
10567,FALLOUT 3 GAME ADD-ON PACK: THE PITT AND OPERATION: ANCHORAGE,1/1/2009,Role-Playing,0.09,0.01,0,0.01,0.1
10569,KORG DS-10 SYNTHESIZER PLUS,1/1/2009,Misc,0.08,0,0.02,0.01,0.1
10572,STAR WARS EPISODE III: REVENGE OF THE SITH,1/1/2002,Shooter,3.06,1.99,0.03,0.51,5.59
10573,DIGIMON ADVENTURE,1/1/2013,Role-Playing,0,0,0.1,0,0.1
10575,TIMESPLITTERS 2,1/1/2006,Platform,0.97,0.69,0,0.11,1.78
10578,MONSTER RANCHER EVO,1/1/2005,Role-Playing,0.02,0.02,0.05,0.01,0.1
10579,PROJECT HACKER: KAKUSEI,1/1/2006,Action,0,0,0.1,0,0.1
10580,PAJAMA SAM: DON'T FEAR THE DARK,1/1/2008,Adventure,0.09,0,0,0.01,0.1
10585,OLYMPIC SUMMER GAMES: ATLANTA 1996,1/1/1996,Sports,0.06,0.04,0,0.01,0.1
10586,HELL'S KITCHEN: THE GAME,1/1/2008,Sports,0.64,0.01,0,0.06,0.7
10588,TATSUNOKO VS. CAPCOM: CROSS GENERATION OF HEROES,1/1/2008,Fighting,0,0,0.1,0,0.1
10590,DARIUS GAIDEN,1/1/1995,Shooter,0,0,0.1,0,0.1
10592,BEACH SPIKERS: VIRTUA BEACH VOLLEYBALL,1/1/2002,Sports,0.08,0.02,0,0,0.1
10593,TOTAL WAR: WARHAMMER,1/1/2016,Strategy,0,0.1,0,0.01,0.1
10594,TOM CLANCY'S GHOST RECON: PREDATOR,1/1/2010,Shooter,0.07,0.02,0,0.02,0.1
10595,YOU DON'T KNOW JACK: MOCK 2,1/1/2000,Misc,0.06,0.04,0,0.01,0.1
10596,BLUE DRAGON: AWAKENED SHADOW,1/1/2009,Role-Playing,0.06,0,0.03,0,0.1
10597,3D TANK WARFARE SIMULATOR PANZER FRONT,1/1/1999,Simulation,0.06,0.04,0,0.01,0.1
10600,SUDOKU MANIA,1/1/2006,Puzzle,0.09,0,0,0.01,0.1
10602,ROLLING STONE: DRUM KING,1/1/2009,Misc,0.09,0,0,0.01,0.1
10603,JADE COCOON 2,1/1/2001,Role-Playing,0.05,0.04,0,0.01,0.1
10608,SWORD & SORCERY,1/1/1996,Role-Playing,0,0,0.1,0,0.1
10614,BULLET WITCH,1/1/2006,Shooter,0.07,0.01,0.02,0.01,0.1
10615,USA TODAY PUZZLE CRAZE,1/1/2009,Puzzle,0.09,0,0,0.01,0.1
10618,SNK VS. CAPCOM: SVC CHAOS,1/1/2004,Fighting,0.08,0.02,0,0,0.1
10620,CHOUJIKUU YOUSAI MACROSS: AI OBOETE IMASU KA,1/1/1997,Shooter,0,0,0.1,0,0.1
10621,VANISHING POINT,1/1/2001,Racing,0.06,0.04,0,0.01,0.1
10623,DRAGONSEEDS,1/1/1998,Action,0.03,0.02,0.04,0.01,0.1
10625,OPOONA,1/1/2007,Role-Playing,0.08,0,0.01,0.01,0.1
10630,RECORD OF AGAREST WAR ZERO,1/1/2010,Strategy,0.09,0,0,0.01,0.1
10631,L'AIGLE DE GUERRE,1/1/2001,Strategy,0,0,0.1,0,0.1
10633,FINAL FANTASY CRYSTAL CHRONICLES: ECHOES OF TIME,1/1/2000,Platform,0.25,0.12,0.32,0.04,0.74
10634,AIDYN CHRONICLES: THE FIRST MAGE,1/1/2001,Role-Playing,0.08,0.02,0,0,0.1
10635,AQUAPAZZA: AQUAPLUS DREAM MATCH,1/1/2012,Fighting,0.05,0,0.05,0.01,0.1
10636,VIRTUAL POOL 64,1/1/1998,Sports,0.08,0.02,0,0,0.1
10637,INDY RACING 2000,1/1/2000,Racing,0.08,0.02,0,0,0.1
10638,FLYING DRAGON,1/1/1997,Fighting,0.08,0.02,0,0,0.1
10639,INTERNATIONAL SUPERSTAR SOCCER 64 (WEEKLY JP SALES),1/1/1997,Sports,0,0,0.05,0.05,0.1
10640,LODE RUNNER 3-D,1/1/1998,Action,0.08,0.02,0,0,0.1
10641,THE HISTORY CHANNEL: CIVIL WAR - SECRET MISSIONS,1/1/2008,Shooter,0.09,0,0,0.01,0.1
10642,GT64 CHAMPIONSHIP EDITION,1/1/1998,Racing,0.08,0.02,0,0,0.1
10643,MILO'S ASTRO LANES,1/1/1998,Sports,0.08,0.02,0,0,0.1
10644,GEKIDO,1/1/1999,Fighting,0.06,0.04,0,0.01,0.1
10646,FIFI AND THE FLOWERTOTS,1/1/2009,Misc,0,0.09,0,0.01,0.1
10647,DISNEY'S THE JUNGLE BOOK,1/1/2002,Platform,0.07,0.03,0,0,0.1
10648,KING OF CLUBS: MINI GOLF,1/1/2008,Sports,0.09,0,0,0.01,0.1
10651,ARMY MEN WORLD WAR: TEAM ASSAULT,1/1/2001,Action,0.06,0.04,0,0.01,0.1
10654,THE SIMPSONS GAME,1/1/2005,Sports,2.53,2.61,0,1.98,7.12
10656,NBA BALLERS: REBOUND,1/1/2006,Sports,0.09,0,0,0.01,0.1
10657,KING'S FIELD: THE ANCIENT CITY,1/1/2001,Role-Playing,0.05,0.04,0,0.01,0.1
10658,LEGO ROCK RAIDERS,1/1/1999,Strategy,0.06,0.04,0,0.01,0.1
10661,GHOST IN THE SHELL,1/1/1997,Simulation,0.06,0.04,0,0.01,0.1
10665,TOM CLANCY'S CLASSIC TRILOGY,1/1/2004,Shooter,0.07,0.02,0,0,0.1
10666,HARVEST MOON DS CUTE (JP SALES),1/1/2005,Simulation,0,0,0.1,0,0.1
10667,BLEACH: DARK SOULS (JP SALES),1/1/2007,Fighting,0,0,0.1,0,0.1
10672,SNEAKERS,1/1/2002,Puzzle,0.07,0.02,0,0,0.1
10674,CRIME CRACKERS,1/1/1994,Role-Playing,0,0,0.09,0.01,0.1
10675,EARTH DEFENSE FORCE 2025.1: THE SHADOW OF NEW DESPAIR,1/1/2015,Action,0,0,0.1,0,0.1
10677,MICRO MACHINES V3,1/1/1997,Racing,0.06,0.04,0,0.01,0.1
10680,"SAKURA WARS 2: KIMI, SHINITAMOU KOTO NAKARE",1/1/2000,Adventure,0,0,0.1,0,0.1
10682,IDOL JANSHI SUCHIE-PAI REMIX,1/1/1995,Misc,0,0,0.1,0,0.1
10685,EXHIBITION VOLUME 03,1/1/2003,Misc,0.07,0.02,0,0,0.1
10686,ZERO4 CHAMP RR-Z,1/1/1995,Racing,0,0,0.1,0,0.1
10687,INITIAL D: STREET STAGE,1/1/2006,Racing,0,0,0.1,0,0.1
10688,TALES OF INNOCENCE R,1/1/2012,Role-Playing,0,0,0.1,0,0.1
10690,PETZ HAMSTERZ SUPERSTARZ,1/1/2009,Simulation,0.09,0,0,0.01,0.1
10693,AGE OF EMPIRES II: THE AGE OF KINGS,1/1/1999,Strategy,0.01,0.08,0,0.02,0.1
10694,"WARHAMMER 40,000: DAWN OF WAR II - CHAOS RISING",1/1/2010,Strategy,0.08,0.01,0,0.01,0.1
10699,FATE/HOLLOW ATARAXIA,1/1/2014,Adventure,0,0,0.1,0,0.1
10700,LUCKY * STAR: RYOUOU GAKUEN OUTOUSAI,1/1/2008,Adventure,0,0,0.1,0,0.1
10702,MURDER IN VENICE,1/1/2011,Adventure,0.06,0.03,0,0.01,0.1
10703,NANCY DREW: THE MODEL MYSTERIES,1/1/2010,Puzzle,0.09,0,0,0.01,0.1
10705,NARUTO SHIPPUDEN: GEKITO NINJA TAISEN! EX,1/1/2007,Fighting,0,0,0.1,0,0.1
10706,UNIVERSAL STUDIOS THEME PARKS ADVENTURE,1/1/2001,Misc,0.08,0.02,0,0,0.1
10707,NIHON KEIZAI SHINBUNSHA KANSHUU: SHIRANAI MAMADE WA SON O SURU MONO YA OKANE NO SHIKUMI DS,1/1/2009,Misc,0,0,0.1,0,0.1
10710,REAL BOUT GAROU DENSETSU,1/1/1996,Fighting,0,0,0.1,0,0.1
10713,PROJECT FIFA WORLD CUP,1/1/2002,Sports,0,0,0.1,0,0.1
10714,SYSTEM FLAW,1/1/2009,Shooter,0.09,0,0,0.01,0.1
10722,FAMICOM MINI: FAMICOM TANTEI CLUB PART II - USHIRO NI TATSU SHOUJO ZENKOUHEN,1/1/2004,Adventure,0,0,0.1,0,0.1
10724,SECRET WEAPONS OVER NORMANDY,1/1/2011,Sports,0.43,0.23,0,0.07,0.73
10725,HIGURASHI NO NAKUKORU NI KIZUNA: DAI-NI-KAN - SOU,1/1/2008,Adventure,0,0,0.1,0,0.1
10726,SPONGEBOB SQUAREPANTS FEATURING NICKTOONS: GLOBS OF DOOM,1/1/2004,Simulation,1.31,0.22,0,0.15,1.68
10727,THE LAND BEFORE TIME: GREAT VALLEY RACING ADVENTURE,1/1/2001,Racing,0.05,0.04,0,0.01,0.1
10730,CUBIC NINJA,1/1/2011,Platform,0.05,0.04,0,0.01,0.1
10731,CHAMPIONSHIP PONY,1/1/2008,Simulation,0.09,0,0,0.01,0.1
10732,HARVEST MOON: FRANTIC FARMING,1/1/2009,Puzzle,0.08,0.01,0,0.01,0.1
10736,POWER STONE COLLECTION,1/1/2006,Action,0.08,0,0,0.01,0.1
10738,BLAST CHAMBER,1/1/1996,Shooter,0.05,0.04,0,0.01,0.1
10740,MANA KHEMIA: STUDENT ALLIANCE,1/1/2008,Role-Playing,0.05,0,0.03,0.01,0.1
10741,RETRO GAME CHALLENGE (US SALES),1/1/2007,Action,0.1,0,0,0,0.1
10742,EYETOY: OPERATION SPY,1/1/2005,Action,0.05,0.04,0,0.01,0.1
10744,MOTOGP 07,1/1/2007,Racing,0.05,0.04,0,0.01,0.1
10745,TOUCH DETECTIVE,1/1/2006,Adventure,0.06,0.03,0,0.01,0.1
10746,OPTION TUNING CAR BATTLE,1/1/1998,Racing,0,0,0.09,0.01,0.1
10748,DERBY JOCKEY 2,1/1/1995,Sports,0,0,0.1,0,0.1
10749,FAMICOM MINI: MAPPY,1/1/2004,Platform,0,0,0.09,0,0.1
10751,DESCENT MAXIMUM,1/1/1997,Shooter,0.05,0.04,0,0.01,0.1
10753,"BLAST WORKS: BUILD, TRADE, DESTROY",1/1/2008,Shooter,0.09,0,0,0.01,0.1
10756,SHINING FORCE EXA,1/1/2007,Role-Playing,0,0,0.1,0,0.1
10757,VIRTUAL PRO WRESTLING,1/1/1996,Fighting,0,0,0.09,0.01,0.1
10759,SHADOW TOWER,1/1/1998,Role-Playing,0.01,0.01,0.07,0.01,0.1
10762,DRAGON BALL: EVOLUTION,1/1/2009,Fighting,0.09,0,0,0.01,0.1
10763,RED BULL BC ONE,1/1/2008,Misc,0.09,0,0,0.01,0.1
10765,WATCHMEN: THE END IS NIGH PART 1 & 2,1/1/2009,Action,0.09,0,0,0.01,0.1
10768,GUILTY GEAR ISUKA,1/1/2004,Fighting,0.05,0.04,0,0.01,0.1
10771,SHADOW MASTER,1/1/1997,Adventure,0.05,0.04,0,0.01,0.1
10776,INUYASHA: SECRET OF THE DIVINE JEWEL,1/1/2007,Role-Playing,0.09,0,0,0.01,0.1
10777,MOTOGP 2,1/1/2003,Racing,0.07,0.02,0,0,0.1
10778,PRO YAKYUU FAMISTA DS,1/1/2007,Sports,0,0,0.1,0,0.1
10779,ULTIMATE MUSCLE - THE KINNIKUMAN LEGACY: THE PATH OF THE SUPERHERO,1/1/2002,Fighting,0.05,0.02,0.03,0,0.1
10780,BIT.TRIP COMPLETE,1/1/2011,Misc,0.06,0.02,0,0.01,0.1
10781,EYECREATE,1/1/2007,Misc,0,0.08,0,0.02,0.1
10784,TOUCH MECHANIC,1/1/2008,Simulation,0.09,0,0,0.01,0.1
10785,CIEL NOSURGE: USHINAWARETA HOSHI E SASAGU UTA,1/1/2012,Adventure,0,0,0.1,0,0.1
10786,AR TONELICO: MELODY OF ELEMIA,1/1/2006,Role-Playing,0,0,0.1,0,0.1
10790,CASTLEVANIA DOUBLE PACK,1/1/2006,Platform,0.07,0.03,0,0,0.1
10791,BALLISTIC: ECKS VS. SEVER,1/1/2002,Shooter,0.07,0.03,0,0,0.1
10793,STEEL BATTALION,1/1/2002,Simulation,0.05,0.02,0.02,0,0.1
10795,GLORY DAYS 2,1/1/2007,Strategy,0.08,0,0,0.01,0.1
10798,THINKSMART,1/1/2010,Misc,0.09,0,0,0.01,0.1
10799,DIGIMON STORY: SUPER XROS WARS BLUE/RED,1/1/2011,Role-Playing,0,0,0.1,0,0.1
10800,TENNIS NO OJI-SAMA: MOTTO GAKUENSAI NO OUJI-SAMA - MORE SWEET EDITION,1/1/2010,Sports,0,0,0.1,0,0.1
10801,MIND QUIZ,1/1/2006,Action,0.08,0.01,0,0.01,0.1
10802,POPULOUS DS,1/1/2008,Strategy,0.07,0,0.02,0.01,0.1
10803,WHO WANTS TO BE A MILLIONAIRE?,1/1/2011,Misc,0.09,0,0,0.01,0.1
10805,CARTOON NETWORK: PUNCH TIME EXPLOSION,1/1/2011,Fighting,0.07,0.02,0,0.01,0.1
10809,GOKUHOU!! MECHA MOTE IINCHOU: MM TOWN DE MIRACLE CHANGE!,1/1/2009,Simulation,0,0,0.1,0,0.1
10811,SNK VS. CAPCOM CARD FIGHTERS DS,1/1/2006,Strategy,0.09,0,0,0.01,0.1
10812,MYSTERY STORIES: CURSE OF THE ANCIENT SPIRITS,1/1/2011,Adventure,0.05,0.04,0,0.01,0.1
10813,WWE 2K15,1/1/2014,Sports,1.4,1.4,0,0.43,3.23
10816,RECORE,1/1/2016,Action,0.06,0.03,0,0.01,0.1
10817,NASCAR,1/1/2006,Racing,0.09,0,0,0.01,0.1
10819,SHOX,1/1/2002,Racing,0.05,0.04,0,0.01,0.09
10824,NEO ATLAS,1/1/1998,Strategy,0,0,0.09,0.01,0.09
10826,DISNEY'S ALADDIN IN NASIRA'S REVENGE,1/1/2000,Action,0.05,0.04,0,0.01,0.09
10829,TAIKO NO TATSUJIN: DON DON! MYSTERY ADVENTURE,1/1/2016,Action,0,0,0.09,0,0.09
10830,WINNING POST 6,1/1/2003,Sports,0,0,0.09,0,0.09
10833,DARKEST OF DAYS,1/1/2009,Shooter,0.09,0,0,0.01,0.09
10838,ANGRY BIRDS: RIO,1/1/2011,Puzzle,0,0.07,0,0.02,0.09
10841,DUNGEONS,1/1/2011,Strategy,0.07,0.02,0,0.01,0.09
10843,SINGSTAR APRES-SKI PARTY 2,1/1/2010,Misc,0,0.07,0,0.02,0.09
10848,MEDIEVAL II: TOTAL WAR,1/1/2006,Strategy,0,0.08,0,0.02,0.09
10850,METAL FIGHT BEYBLADE,1/1/2009,Action,0,0,0.09,0,0.09
10854,THE KING OF FIGHTERS XIV,1/1/2016,Fighting,0.04,0.01,0.03,0.01,0.09
10855,LANGRISSER V: THE END OF LEGEND,1/1/1998,Strategy,0,0,0.09,0,0.09
10858,OUCHI MAINICHI TAMAGOTCHI,1/1/2012,Action,0,0,0.09,0,0.09
10859,FRESH PRECURE! ASOBI COLLECTION,1/1/2009,Action,0,0,0.09,0,0.09
10860,POPULOUS: THE BEGINNING,1/1/1998,Strategy,0.05,0.04,0,0.01,0.09
10861,RYGAR: THE BATTLE OF ARGUS,1/1/2008,Action,0.09,0,0,0.01,0.09
10862,CHESS,1/1/2001,Strategy,0.05,0.04,0,0.01,0.09
10863,ROSCO MCQUEEN: FIREFIGHTER EXTREME,1/1/1997,Action,0.05,0.04,0,0.01,0.09
10864,TERRANIGMA,1/1/1995,Role-Playing,0,0,0.09,0,0.09
10867,FOREVER KINGDOM,1/1/2001,Role-Playing,0.02,0.02,0.04,0.01,0.09
10870,ALTERED BEAST: GUARDIAN OF THE REALMS,1/1/2002,Action,0.07,0.02,0,0,0.09
10872,WORDMASTER,1/1/2008,Strategy,0.09,0,0,0.01,0.09
10873,SHINING TEARS,1/1/2004,Role-Playing,0.05,0.04,0,0.01,0.09
10876,GRADIUS V,1/1/2004,Shooter,0.05,0.04,0,0.01,0.09
10877,X-COM: UFO DEFENSE,1/1/1995,Strategy,0.05,0.04,0,0.01,0.09
10878,RAIDEN FIGHTERS ACES,1/1/2008,Shooter,0.06,0.03,0,0.01,0.09
10880,WORLD CUP '98 FRANCE: ROAD TO WIN,1/1/1998,Sports,0,0,0.09,0,0.09
10882,BARBIE AND THE MAGIC OF PEGASUS,1/1/2005,Action,0.07,0.02,0,0,0.09
10883,SD GUNDAM G GENERATION DS,1/1/2005,Role-Playing,0,0,0.09,0,0.09
10885,BLEACH: HEAT THE SOUL,1/1/2005,Fighting,0,0,0.09,0,0.09
10886,FISHING MASTER WORLD TOUR,1/1/2009,Sports,0.09,0,0,0.01,0.09
10889,WORLD STADIUM 5,1/1/2001,Sports,0,0,0.09,0.01,0.09
10890,THE LEGEND OF HEROES: A TEAR OF VERMILLION,1/1/2005,Role-Playing,0.08,0,0,0.01,0.09
10891,DIGIMON WORLD: NEXT ORDER,1/1/2016,Action,0,0,0.09,0,0.09
10894,ESPN NBA 2NIGHT,1/1/2000,Sports,0.05,0.04,0,0.01,0.09
10895,UTA NO PRINCE-SAMA: DEBUT,1/1/2012,Adventure,0,0,0.09,0,0.09
10896,GALACTIC TAZ BALL,1/1/2010,Platform,0.09,0,0,0.01,0.09
10898,HALO 2,1/1/2005,Racing,6.83,1.59,0.05,0.1,8.59
10899,VIRTUA FIGHTER CG PORTRAIT SERIES VOL.3: AKIRA YUKI,1/1/1995,Misc,0,0,0.09,0,0.09
10903,ETRIAN ODYSSEY 2 UNTOLD: KNIGHT OF FAFNIR,1/1/2014,Role-Playing,0.07,0.02,0,0.01,0.09
10904,"PRINNY 2: DAWN OF OPERATION PANTIES, DOOD!",1/1/2010,Platform,0.05,0,0.03,0.01,0.09
10905,ALIEN MONSTER BOWLING LEAGUE,1/1/2009,Sports,0.09,0,0,0.01,0.09
10907,SHOCKWAVE ASSAULT,1/1/1995,Simulation,0.05,0.04,0,0.01,0.09
10908,ECHOCHROME,1/1/2008,Puzzle,0,0.01,0.08,0,0.09
10911,CHAMPIONSHIP FOOSBALL,1/1/2008,Sports,0.09,0,0,0.01,0.09
10915,PRO YAKYUU GREATEST NINE 98,1/1/1998,Sports,0,0,0.09,0,0.09
10917,NINJA GAIDEN BLACK,1/1/2005,Action,0.07,0.02,0,0,0.09
10918,PLAYMOBIL PIRATES,1/1/2009,Action,0.08,0,0,0.01,0.09
10919,GIRLS UND PANZER: I WILL MASTER TANKERY,1/1/2014,Action,0,0,0.09,0,0.09
10920,BOGEY: DEAD 6,1/1/1996,Simulation,0.05,0.04,0,0.01,0.09
10921,HAKUOUKI: ZUISOUROKU PORTABLE,1/1/2010,Adventure,0,0,0.09,0,0.09
10922,PUYO POP FEVER (JP SALES),1/1/2004,Puzzle,0,0,0.09,0,0.09
10923,DRAGON BALL KAI: ULTIMATE BUTOUDEN,1/1/2011,Fighting,0,0,0.09,0,0.09
10924,YU-GI-OH! GX: THE BEGINNING OF DESTINY (US SALES),1/1/2007,Strategy,0.05,0.04,0,0.01,0.09
10925,BRAIN AGE: CONCENTRATION TRAINING,1/1/2012,Puzzle,0.09,0,0,0.01,0.09
10928,ASSASSIN'S CREED IV: BLACK FLAG,1/1/2004,Misc,6.17,5.18,0.2,1.65,13.16
10929,U-SING  2,1/1/2010,Misc,0,0.08,0,0.01,0.09
10931,THE REVENGE OF SHINOBI,1/1/2002,Platform,0.07,0.02,0,0,0.09
10932,BLOODY ROAR 4,1/1/2003,Fighting,0.05,0.04,0,0.01,0.09
10933,PLAYMOBIL CIRCUS,1/1/2009,Action,0.06,0.02,0,0.01,0.09
10934,LET'S RIDE! SILVER BUCKLE STABLES,1/1/2006,Sports,0.05,0.04,0,0.01,0.09
10935,STAR WARS: EMPIRE AT WAR - GOLD PACK,1/1/2007,Strategy,0.01,0.06,0,0.01,0.09
10936,HAKUOKI: DEMON OF THE FLEETING BLOSSOM,1/1/2009,Adventure,0.08,0,0,0.01,0.09
10943,CRASH BOOM BANG!,1/1/2006,Misc,0.07,0.01,0,0.01,0.09
10944,DRAGON TALES: DRAGON SEEK,1/1/2000,Platform,0.05,0.03,0,0.01,0.09
10950,DEF JAM FIGHT FOR NY: THE TAKEOVER,1/1/2006,Action,0.08,0,0,0.01,0.09
10952,BLACK & WHITE 2,1/1/2005,Strategy,0.01,0.07,0,0.01,0.09
10953,GRIPSHIFT,1/1/2005,Racing,0.08,0,0,0.01,0.09
10956,THE IDOLMASTER: PLATINUM STARS,1/1/2016,Simulation,0,0,0.09,0,0.09
10959,RESIDENT EVIL CHRONICLES HD,1/1/2012,Shooter,0,0,0.09,0,0.09
10960,LUNAR: SILVER STAR STORY COMPLETE,1/1/2009,Misc,0.27,0.18,0.27,0.04,0.76
10961,RETURN FIRE,1/1/1996,Strategy,0.05,0.03,0,0.01,0.09
10962,LOCK'S QUEST,1/1/2008,Strategy,0.08,0,0,0.01,0.09
10964,WILD ARMS: ALTER CODE F,1/1/2003,Role-Playing,0.05,0.04,0,0.01,0.09
10965,BOMBERMAN MAX 2: BLUE ADVANCE,1/1/2002,Puzzle,0.07,0.02,0,0,0.09
