Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9154,MICRO MACHINES 64 TURBO,N64,1999.0,Racing,Codemasters,0.11,0.03,0.0,0.0,0.14
9155,BASSMASTERS 2000,N64,1999.0,Sports,THQ,0.11,0.03,0.0,0.0,0.14
9156,BALDUR'S GATE: DARK ALLIANCE,GC,2002.0,Role-Playing,Virgin Interactive,0.11,0.03,0.0,0.0,0.14
9157,BIO FREAKS,N64,1998.0,Action,GT Interactive,0.11,0.03,0.0,0.0,0.14
9158,ETERNAL EYES,PS,1999.0,Role-Playing,Sunsoft,0.08,0.05,0.0,0.01,0.14
9159,INJUSTICE: GODS AMONG US,PSV,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.11,0.01,0.0,0.02,0.14
9160,FATE/UNLIMITED CODES,PS2,2008.0,Fighting,Capcom,0.0,0.0,0.14,0.0,0.14
9161,ATARI'S GREATEST HITS: VOLUME 1,DS,2010.0,Misc,Atari,0.13,0.0,0.0,0.01,0.14
9162,THE OPERATIVE: NO ONE LIVES FOREVER,PS2,2002.0,Shooter,Electronic Arts,0.07,0.05,0.0,0.02,0.14
9163,INTERNATIONAL CRICKET 2010,X360,2010.0,Sports,Codemasters,0.0,0.12,0.0,0.02,0.14
9164,EPIDEMIC,PS,1995.0,Shooter,Sony Computer Entertainment,0.02,0.01,0.1,0.01,0.14
9165,MONSTER HOUSE,GC,2006.0,Adventure,THQ,0.11,0.03,0.0,0.0,0.14
9166,DEAD OR ALIVE 2,DC,2000.0,Fighting,Acclaim Entertainment,0.0,0.0,0.14,0.0,0.14
9167,BUCK FEVER,Wii,2009.0,Sports,Destineer,0.13,0.0,0.0,0.01,0.14
9168,NCAA BASKETBALL FINAL FOUR 97,PS,1997.0,Sports,Mindscape,0.08,0.05,0.0,0.01,0.14
9169,ECCO THE DOLPHIN: DEFENDER OF THE FUTURE,PS2,2002.0,Adventure,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
9170,HEROES OVER EUROPE,X360,2009.0,Simulation,Ubisoft,0.1,0.03,0.0,0.01,0.14
9171,THE BOMBING ISLANDS,PS,1997.0,Platform,Kemco,0.08,0.05,0.0,0.01,0.14
9172,EARTH DEFENSE FORCE 2: INVADERS FROM PLANET SPACE,PSP,2011.0,Action,D3Publisher,0.0,0.0,0.14,0.0,0.14
9173,BEJEWELED 3,PS3,,Puzzle,Unknown,0.13,0.0,0.0,0.01,0.14
9174,MONSTER JAM,DS,2007.0,Racing,Activision,0.13,0.0,0.0,0.01,0.14
9175,ROBOTS,DS,2005.0,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14
9176,GYAKUTEN SAIBAN 2,GBA,2002.0,Action,Capcom,0.0,0.0,0.14,0.0,0.14
9177,GODZILLA: SAVE THE EARTH,XB,2004.0,Fighting,Atari,0.1,0.03,0.0,0.0,0.14
9178,SKYLANDERS GIANTS,3DS,2012.0,Action,Activision,0.12,0.01,0.0,0.01,0.14
9179,ERAGON,X360,2006.0,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14
9180,MICRO MACHINES,PS2,2002.0,Racing,Atari,0.07,0.05,0.0,0.02,0.14
9181,DETECTIVE BARBIE: THE MYSTERY CRUISE,PS,1999.0,Adventure,Mattel Interactive,0.08,0.05,0.0,0.01,0.14
9182,JIM HENSON'S THE MUPPETS: ON WITH THE SHOW!,GBA,2003.0,Action,TDK Mediactive,0.1,0.04,0.0,0.0,0.14
9183,DESIRE,SAT,1997.0,Adventure,Imadio,0.0,0.0,0.14,0.0,0.14
9184,VALHALLA KNIGHTS: ELDAR SAGA,Wii,2009.0,Role-Playing,Rising Star Games,0.1,0.01,0.01,0.01,0.14
9185,LIPS: I LOVE THE 80S,X360,2010.0,Misc,Microsoft Game Studios,0.0,0.12,0.0,0.02,0.14
9186,MONSTER HUNTER DIARY: POKA POKA AIROU VILLAGE DX,3DS,2015.0,Action,Capcom,0.0,0.0,0.14,0.0,0.14
9187,FRANK THOMAS BIG HURT BASEBALL,PS,1996.0,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14
9188,TIM BURTON'S THE NIGHTMARE BEFORE CHRISTMAS: THE PUMPKIN KING,GBA,2005.0,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14
9189,POWER PRO KUN POCKET 8,DS,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
9190,SID MEIER'S PIRATES!,XB,2005.0,Strategy,Take-Two Interactive,0.11,0.03,0.0,0.01,0.14
9191,ENCLAVE,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14
9192,BOTTOM OF THE 9TH,PS,1996.0,Sports,Konami Digital Entertainment,0.08,0.05,0.0,0.01,0.14
9193,PRO YAKY? SPIRITS 2014,PS3,2014.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
9194,DINO CRISIS 3,XB,2003.0,Action,Capcom,0.08,0.03,0.03,0.0,0.14
9195,SYBERIA,DS,2008.0,Action,Mindscape,0.1,0.02,0.0,0.01,0.14
9196,ZOOBLES! SPRING TO LIFE!,DS,2011.0,Misc,Activision,0.1,0.02,0.0,0.01,0.14
9197,NFL BLITZ 20-03,GC,2002.0,Sports,Midway Games,0.11,0.03,0.0,0.0,0.14
9198,THE KING OF FIGHTERS '94 (CD),NG,1993.0,Fighting,SNK,0.0,0.0,0.14,0.0,0.14
9199,THE WALKING DEAD: SEASON TWO,XOne,2014.0,Adventure,Telltale Games,0.08,0.05,0.0,0.01,0.14
9200,MASTER JIN JIN'S IQ CHALLENGE,DS,2006.0,Misc,505 Games,0.13,0.0,0.0,0.01,0.14
9201,THE DARKNESS II,PC,2012.0,Shooter,Take-Two Interactive,0.1,0.03,0.0,0.01,0.14
9202,CREATE,X360,2010.0,Action,Electronic Arts,0.1,0.03,0.0,0.01,0.14
9203,KARAOKE REVOLUTION GLEE: VOLUME 3,X360,2011.0,Misc,Konami Digital Entertainment,0.13,0.0,0.0,0.01,0.14
9204,BARBIE EXPLORER,PS,2001.0,Platform,Unknown,0.08,0.05,0.0,0.01,0.14
9205,RANGO: THE VIDEO GAME,Wii,2011.0,Action,Electronic Arts,0.08,0.04,0.0,0.01,0.14
9206,DISNEY'S CHICKEN LITTLE,XB,2005.0,Platform,Disney Interactive Studios,0.1,0.03,0.0,0.0,0.14
9207,POWER GIG: RISE OF THE SIXSTRING,PS3,2010.0,Misc,Unknown,0.13,0.0,0.0,0.01,0.14
9208,TRANSFORMERS: PRIME,WiiU,2012.0,Action,Activision,0.09,0.03,0.0,0.01,0.14
9209,AGILE WARRIOR F-111X,PS,1995.0,Simulation,Virgin Interactive,0.08,0.05,0.0,0.01,0.14
9210,NCIS,X360,2011.0,Adventure,Ubisoft,0.1,0.03,0.0,0.01,0.14
9211,JIKKYOU POWERFUL PRO YAKYUU WII,Wii,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
9212,REALITY FIGHTERS,PSV,2012.0,Fighting,Sony Computer Entertainment,0.06,0.06,0.0,0.03,0.14
9213,DYNASTY WARRIORS 7: EMPIRES,PS3,2012.0,Action,Ubisoft Annecy,0.0,0.0,0.14,0.0,0.14
9214,CABELA'S AFRICAN SAFARI,X360,2006.0,Sports,Activision Value,0.13,0.0,0.0,0.01,0.14
9215,BEN 10 GALACTIC RACING,DS,2011.0,Racing,D3Publisher,0.1,0.03,0.0,0.01,0.14
9216,COLLEGE HOOPS 2K8,PS3,2007.0,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14
9217,SUPER PUZZLE FIGHTER II TURBO,PS,1996.0,Puzzle,Virgin Interactive,0.08,0.05,0.0,0.01,0.14
9218,NINJATOWN,DS,2008.0,Strategy,SouthPeak Games,0.12,0.0,0.0,0.01,0.14
9219,STAR WARS: JEDI POWER BATTLES,GBA,2002.0,Action,THQ,0.1,0.04,0.0,0.0,0.14
9220,ULTIMATE MUSCLE - THE KINNIKUMAN LEGACY: LEGENDS VS NEW GENERATION,GC,2002.0,Fighting,Namco Bandai Games,0.04,0.01,0.08,0.0,0.14
9221,HARD ROCK CASINO,PSP,2007.0,Misc,Oxygen Interactive,0.12,0.0,0.0,0.01,0.14
9222,SPACE VENUS STARRING MORNING MUSUME,PS2,2001.0,Misc,Sony Music Entertainment,0.0,0.0,0.14,0.0,0.14
9223,TO HEART,PS,1999.0,Adventure,Aqua Plus,0.0,0.0,0.13,0.01,0.14
9224,WILD ARMS XF,PSP,2007.0,Role-Playing,505 Games,0.07,0.0,0.06,0.01,0.14
9225,DOUKYUUSEI,TG16,1995.0,Adventure,NEC,0.0,0.0,0.14,0.0,0.14
9226,ROCKMAN & FORTE,SNES,1998.0,Platform,Capcom,0.0,0.0,0.14,0.0,0.14
9227,PERSONA 4: ARENA ULTIMAX,PS3,2014.0,Fighting,Atlus,0.0,0.01,0.13,0.0,0.14
9228,NBA 2K13,WiiU,2012.0,Sports,Take-Two Interactive,0.08,0.04,0.0,0.01,0.14
9229,SCIENCE PAPA,Wii,2009.0,Misc,Activision,0.12,0.01,0.0,0.01,0.14
9230,YU-GI-OH! NIGHTMARE TROUBADOUR (JP SALES),DS,2005.0,Action,Konami Digital Entertainment,0.0,0.04,0.1,0.0,0.14
9231,MYSIMS COLLECTION,Wii,2010.0,Misc,Electronic Arts,0.13,0.0,0.0,0.01,0.14
9232,CITIES: SKYLINES,PC,2015.0,Simulation,Paradox Interactive,0.0,0.13,0.0,0.01,0.14
9233,FOOTBALL MANAGER 2012,PSP,2011.0,Sports,Sega,0.0,0.1,0.0,0.04,0.14
9234,APE ESCAPE ACADEMY (JP SALES),PSP,2004.0,Misc,Sony Computer Entertainment,0.0,0.0,0.13,0.0,0.14
9235,FIFA 06 SOCCER,GC,2005.0,Sports,Electronic Arts,0.11,0.03,0.0,0.0,0.14
9236,RAYMAN ARENA,GC,2002.0,Racing,Ubisoft,0.11,0.03,0.0,0.0,0.14
9237,PARAPPA THE RAPPER,PSP,2006.0,Misc,Sony Computer Entertainment,0.1,0.0,0.02,0.01,0.14
9238,4X4 EVO 2,GC,2002.0,Racing,Vivendi Games,0.11,0.03,0.0,0.0,0.14
9239,X-BLADES,PS3,2009.0,Action,SouthPeak Games,0.07,0.03,0.02,0.02,0.14
9240,PRO YAKYUU NETSU STAR 2006,PS2,2006.0,Sports,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
9241,THE HISTORY CHANNEL: CIVIL WAR - A NATION DIVIDED,X360,2006.0,Shooter,Activision,0.13,0.0,0.0,0.01,0.14
9242,ZETTA HERO PROJECT: UNLOSING RANGER VS. DARKDEATH EVILMAN,PSP,2010.0,Role-Playing,Nippon Ichi Software,0.07,0.0,0.06,0.01,0.14
9243,CYBER SLED,PS,1995.0,Action,Sony Computer Entertainment,0.0,0.0,0.13,0.01,0.14
9244,PUYO PUYO!! 20TH ANNIVERSARY,DS,2011.0,Puzzle,Sega,0.0,0.0,0.14,0.0,0.14
9245,FAMISTA RETURNS,3DS,2015.0,Sports,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
9246,BUST-A-MOVE DELUXE,PSP,2006.0,Puzzle,505 Games,0.13,0.0,0.0,0.01,0.14
9247,I SPY: UNIVERSE,DS,2010.0,Puzzle,Scholastic Inc.,0.13,0.0,0.0,0.01,0.14
9248,SHINING SOUL,GBA,2002.0,Role-Playing,Atari,0.03,0.01,0.09,0.0,0.14
9249,LITTLEST PET SHOP: SPRING,DS,2009.0,Simulation,Electronic Arts,0.12,0.0,0.0,0.01,0.14
9250,THE AMAZING RACE,Wii,2010.0,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14
9251,ALVIN AND THE CHIPMUNKS,DS,2007.0,Misc,Brash Entertainment,0.12,0.0,0.0,0.01,0.14
9252,FAR CRY: PRIMAL,PC,2016.0,Action,Ubisoft,0.04,0.09,0.0,0.01,0.14
9253,BEJEWELED 3,X360,,Puzzle,Unknown,0.13,0.0,0.0,0.01,0.14
9254,NEED FOR SPEED UNDERGROUND 2,DS,2005.0,Racing,Electronic Arts,0.11,0.02,0.0,0.01,0.14
9255,DEAD RISING 2,PC,2010.0,Action,Capcom,0.1,0.02,0.0,0.01,0.14
9256,LET'S CHEER,X360,2011.0,Misc,Take-Two Interactive,0.12,0.0,0.0,0.01,0.14
9257,HAPPY FEET,Wii,2006.0,Action,Midway Games,0.12,0.0,0.0,0.01,0.14
9258,IN THE HUNT,PS,1995.0,Shooter,THQ,0.03,0.02,0.07,0.01,0.14
9259,DAYTONA USA CHAMPIONSHIP CIRCUIT EDITION,SAT,1995.0,Racing,Sega,0.0,0.0,0.14,0.0,0.14
9260,MAJOR LEAGUE BASEBALL 2K8,Wii,2008.0,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14
9261,MARVEL VS. CAPCOM 2: NEW AGE OF HEROES,XB,2002.0,Fighting,Capcom,0.09,0.03,0.01,0.0,0.14
9262,SNK VS. CAPCOM: THE MATCH OF THE MILLENNIUM,PS2,2006.0,Fighting,Sega,0.0,0.02,0.0,0.12,0.14
9263,BLAZBLUE: CHRONO PHANTASMA EXTEND,PS4,2015.0,Action,PQube,0.07,0.03,0.02,0.02,0.14
9264,ALONE IN THE DARK: INFERNO,PS3,2008.0,Adventure,Atari,0.09,0.03,0.0,0.02,0.14
9265,ROGUE WARRIOR,PS3,2009.0,Shooter,Bethesda Softworks,0.11,0.02,0.0,0.01,0.14
9266,SINGSTAR: ULTIMATE PARTY,PS3,2014.0,Misc,Sony Computer Entertainment Europe,0.0,0.12,0.0,0.02,0.14
9267,THE X-FACTOR,PS3,2010.0,Misc,Deep Silver,0.0,0.1,0.0,0.03,0.14
9268,FEAR FACTOR: UNLEASHED,GBA,2004.0,Action,Hip Interactive,0.1,0.04,0.0,0.0,0.14
9269,AVATAR: THE LAST AIRBENDER - THE BURNING EARTH,X360,2007.0,Action,THQ,0.11,0.01,0.0,0.01,0.14
9270,VAMPIRE MOON: THE MYSTERY OF THE HIDDEN SUN,DS,2010.0,Adventure,City Interactive,0.12,0.01,0.0,0.01,0.14
9271,PAWS & CLAWS: PET VET 2,DS,2007.0,Simulation,THQ,0.13,0.0,0.0,0.01,0.14
9272,G.I. JOE: THE RISE OF COBRA,DS,2009.0,Action,Electronic Arts,0.11,0.01,0.0,0.01,0.14
9273,FOOTBALL MANAGER 2014,PSV,2013.0,Sports,Sega,0.0,0.1,0.0,0.04,0.14
9274,BIT.TRIP SAGA,3DS,2011.0,Misc,Rising Star Games,0.09,0.04,0.0,0.01,0.14
9275,TOUCH MY KATAMARI,PSV,2011.0,Puzzle,Namco Bandai Games,0.08,0.04,0.0,0.02,0.14
9276,MOTOGP '06,X360,2006.0,Racing,THQ,0.11,0.01,0.0,0.01,0.14
9277,HOUSHINENGI,PS,1998.0,Strategy,Tecmo Koei,0.0,0.0,0.13,0.01,0.14
9278,7TH DRAGON,DS,2009.0,Role-Playing,Sega,0.0,0.0,0.14,0.0,0.14
9279,PET PALS: ANIMAL DOCTOR,Wii,2008.0,Simulation,JoWood Productions,0.13,0.0,0.0,0.01,0.14
9280,LEGO ISLAND XTREME STUNTS,GBA,2002.0,Racing,LEGO Media,0.1,0.04,0.0,0.0,0.14
9281,CRUISE SHIP VACATION GAMES,Wii,2009.0,Puzzle,Avanquest,0.13,0.0,0.0,0.01,0.14
9282,YU-GI-OH! GX: TAG FORCE,PSP,2006.0,Strategy,Konami Digital Entertainment,0.09,0.03,0.0,0.02,0.14
9283,GOURMET CHEF: COOK YOUR WAY TO FAME,DS,2008.0,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14
9284,LEARN MATH,DS,2009.0,Puzzle,DreamCatcher Interactive,0.13,0.0,0.0,0.01,0.14
9285,NITROBIKE,Wii,2008.0,Racing,Ubisoft,0.11,0.01,0.0,0.01,0.14
9286,MAGNETICA,DS,2006.0,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14
9287,WORLD SOCCER WINNING ELEVEN 9 BONUS PACK,PS2,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
9288,UEFA EURO 2004: PORTUGAL,PS2,2004.0,Sports,Electronic Arts,0.07,0.05,0.0,0.02,0.14
9289,HOT WHEELS: WORLD RACE,GBA,2003.0,Racing,THQ,0.1,0.04,0.0,0.0,0.14
9290,MLB 14: THE SHOW,PSV,2014.0,Sports,Sony Computer Entertainment America,0.11,0.0,0.0,0.02,0.14
9291,DRAGON AGE ORIGINS: AWAKENING,PC,2010.0,Role-Playing,Electronic Arts,0.01,0.1,0.0,0.02,0.14
9292,SCENE IT? BRIGHT LIGHTS! BIG SCREEN!,X360,2009.0,Misc,Warner Bros. Interactive Entertainment,0.12,0.0,0.0,0.01,0.14
9293,NBA JAM,XB,2003.0,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14
9294,SHINING RESONANCE,PS3,2014.0,Role-Playing,Sega,0.0,0.0,0.14,0.0,0.14
9295,WORLD TOUR SOCCER 2002,PS2,2001.0,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
9296,INTERACTIVE SAMPLER DISC 6,PS,1997.0,Misc,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14
9297,LET'S PLAY BALLERINA,DS,2010.0,Sports,Deep Silver,0.13,0.0,0.0,0.01,0.14
9298,WILD EARTH: AFRICAN SAFARI,Wii,2008.0,Simulation,Majesco Entertainment,0.11,0.02,0.0,0.01,0.14
9299,APEX,XB,2003.0,Racing,Atari,0.1,0.03,0.0,0.0,0.14
9300,KAMEN RIDER BATTLE: GANBARIDE,DS,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
9301,TOMB RAIDER: THE PROPHECY,GBA,2002.0,Action,Ubisoft,0.1,0.04,0.0,0.0,0.14
9302,VAMPIRE NIGHT,PS2,2001.0,Shooter,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
9303,KORORINPA: MARBLE MANIA,Wii,2006.0,Puzzle,Nintendo,0.08,0.02,0.03,0.01,0.14
9304,OPEN SEASON,DS,2006.0,Platform,Ubisoft,0.12,0.0,0.0,0.01,0.14
9305,GUILTY GEAR,PS,1998.0,Fighting,Virgin Interactive,0.03,0.02,0.07,0.01,0.14
9306,BATTLEFIELD: HARDLINE,PC,2015.0,Shooter,Electronic Arts,0.0,0.13,0.0,0.01,0.14
9307,GAME PARTY: CHAMPIONS,WiiU,2012.0,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.14
9308,DIVINITY II: THE DRAGON KNIGHT SAGA,X360,2010.0,Role-Playing,Focus Home Interactive,0.11,0.02,0.0,0.01,0.14
9309,WORLD CHAMPIONSHIP POKER 2: FEATURING HOWARD LEDERER,PSP,2005.0,Misc,505 Games,0.12,0.0,0.0,0.01,0.14
9310,MARY-KATE AND ASHLEY: CRUSH COURSE,PS,2001.0,Action,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14
9311,NHL BREAKAWAY 98,PS,1996.0,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14
9312,DISNEY'S CINDERELLA: MAGICAL DREAMS,GBA,,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14
9313,TOP SHOT ARCADE,Wii,2011.0,Shooter,Activision,0.13,0.0,0.0,0.01,0.14
9314,IMAGINE: FASHION STYLIST,DS,2010.0,Simulation,Ubisoft,0.13,0.0,0.0,0.01,0.14
9315,PRO EVOLUTION SOCCER 2015,XOne,2014.0,Sports,Konami Digital Entertainment,0.02,0.1,0.0,0.01,0.14
9316,RED ORCHESTRA 2: HEROES OF STALINGRAD,PC,2011.0,Shooter,Tripwire Interactive,0.04,0.07,0.0,0.02,0.14
9317,TIGER WOODS PGA TOUR 2005,GC,2004.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.14
9318,DEEPAK CHOPRA'S LEELA,Wii,2011.0,Misc,THQ,0.11,0.01,0.0,0.01,0.14
9319,TOM CLANCY'S GHOST RECON,Wii,2010.0,Shooter,Ubisoft,0.11,0.01,0.0,0.01,0.14
9320,007: QUANTUM OF SOLACE,DS,2008.0,Action,Activision,0.11,0.01,0.0,0.01,0.14
9321,SALT LAKE 2002,PS2,2002.0,Sports,Eidos Interactive,0.07,0.05,0.0,0.02,0.14
9322,ESPN MLB BASEBALL,XB,2004.0,Sports,Sega,0.1,0.03,0.0,0.0,0.14
9323,NCIS,Wii,2011.0,Adventure,Ubisoft,0.08,0.04,0.0,0.01,0.14
9324,LITTLE LEAGUE WORLD SERIES BASEBALL 2009,DS,2009.0,Sports,Activision,0.13,0.0,0.0,0.01,0.14
9325,GLADIUS,XB,2003.0,Strategy,Activision,0.1,0.03,0.0,0.0,0.14
9326,LEGENDS OF WRESTLING,XB,2002.0,Fighting,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14
9327,QUEEN'S GATE: SPIRAL CHAOS,PSP,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
9328,NAYUTA NO KISEKI,PSP,2012.0,Action,Nihon Falcom Corporation,0.0,0.0,0.14,0.0,0.14
9329,BACK AT THE BARNYARD: SLOP BUCKET GAMES,DS,2008.0,Sports,THQ,0.12,0.0,0.0,0.01,0.14
9330,QUICK YOGA TRAINING,DS,2008.0,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14
9331,FASHION STUDIO: PARIS COLLECTION,DS,2009.0,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.13
9332,LEGENDARY,PS3,2008.0,Shooter,Atari,0.08,0.03,0.0,0.02,0.13
9333,SPY HUNTER 2,XB,2003.0,Racing,Midway Games,0.1,0.03,0.0,0.0,0.13
9334,PEPPA PIG: FUN AND GAMES,Wii,2010.0,Misc,Ubisoft,0.0,0.12,0.0,0.02,0.13
9335,BACKYARD SOCCER,PS,2001.0,Sports,Infogrames,0.07,0.05,0.0,0.01,0.13
9336,FINAL FANTASY XI: RISE OF THE ZILART,PS2,2003.0,Role-Playing,Square Enix,0.0,0.0,0.13,0.0,0.13
9337,JAMES BOND 007: NIGHTFIRE,GBA,2003.0,Shooter,Electronic Arts,0.1,0.04,0.0,0.0,0.13
9338,NOBUNAGA NO YABOU: TENDOU,PS3,2010.0,Strategy,Tecmo Koei,0.0,0.0,0.13,0.0,0.13
9339,MEDALOT 7,3DS,2012.0,Action,Rocket Company,0.0,0.0,0.13,0.0,0.13
9340,BIO FREAKS,PS,1998.0,Action,GT Interactive,0.07,0.05,0.0,0.01,0.13
9341,CASTLEVANIA CHRONICLES,PS,2001.0,Platform,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13
9342,SUZUMIYA HARUHI NO TOMADOI,PS2,2008.0,Adventure,Banpresto,0.0,0.0,0.13,0.0,0.13
9343,MLB POWER PROS 2008,Wii,2008.0,Sports,Konami Digital Entertainment,0.12,0.0,0.01,0.01,0.13
9344,NHL 2K8,X360,2007.0,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,0.13
9345,DOKAPON KINGDOM,Wii,2008.0,Role-Playing,Sting,0.12,0.0,0.0,0.01,0.13
9346,BRATZ,GBA,2002.0,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.13
9347,GO PLAY: CIRCUS STAR,Wii,2009.0,Action,Majesco Entertainment,0.12,0.0,0.0,0.01,0.13
9348,KING ARTHUR,PS2,2004.0,Action,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13
9349,WINTER STARS,Wii,2011.0,Sports,Deep Silver,0.06,0.07,0.0,0.01,0.13
9350,HISSHOU PACHINKO*PACHI-SLOT KOURYAKU SERIES VOL. 1: CR SHINSEIKI EVANGELION,PS2,2005.0,Misc,D3Publisher,0.0,0.0,0.13,0.0,0.13
9351,THE GUY GAME,PS2,2004.0,Misc,Gathering of Developers,0.07,0.05,0.0,0.02,0.13
9352,RUROUNI KENSHIN: ENJOU! KYOTO RINNE,PS2,2006.0,Action,Banpresto,0.0,0.0,0.13,0.0,0.13
9353,BLADE II,XB,2002.0,Action,Activision,0.1,0.03,0.0,0.0,0.13
9354,SUIKODEN: TSUMUGARESHI HYAKUNEN NO TOKI,PSP,2012.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
9355,BASEBALL ADVANCE,GBA,2002.0,Sports,Sega,0.1,0.04,0.0,0.0,0.13
9356,SHONEN JUMP'S ONE PIECE: GRAND BATTLE,PS2,2005.0,Fighting,Atari,0.07,0.05,0.0,0.02,0.13
9357,RETRO ATARI CLASSICS,DS,2005.0,Misc,Atari,0.12,0.0,0.0,0.01,0.13
9358,NHL 2K9,PS3,2008.0,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,0.13
9359,PRO YAKY? SPIRITS 6,PS2,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
9360,FREDDI FISH: ABC UNDER THE SEA,DS,2008.0,Misc,Atari,0.13,0.0,0.0,0.01,0.13
9361,PUZZLE KINGDOMS,DS,2009.0,Puzzle,Zoo Digital Publishing,0.12,0.0,0.0,0.01,0.13
9362,SHOVEL KNIGHT,3DS,2015.0,Platform,Yacht Club Games,0.07,0.04,0.01,0.01,0.13
9363,HYPERDIMENSION IDOL NEPTUNIA PP,PSV,2013.0,Misc,Namco Bandai Games,0.04,0.03,0.04,0.02,0.13
9364,PAPERBOY / RAMPAGE,GBA,2005.0,Misc,Zoo Digital Publishing,0.1,0.04,0.0,0.0,0.13
9365,SHIREN THE WANDERER 4 - GOD'S EYE AND THE DEMON'S NAVEL,DS,2010.0,Role-Playing,Spike,0.0,0.0,0.13,0.0,0.13
9366,BEN 10 GALACTIC RACING,3DS,2011.0,Racing,D3Publisher,0.07,0.06,0.0,0.01,0.13
9367,SENTOU KOKKA AIR LAND BATTLE,PS,1995.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.13,0.01,0.13
9368,NTRA BREEDERS' CUP WORLD THOROUGHBRED CHAMPIONSHIPS,PS2,2005.0,Simulation,Bethesda Softworks,0.07,0.05,0.0,0.02,0.13
9369,TAK 2: THE STAFF OF DREAMS,XB,2004.0,Platform,THQ,0.1,0.03,0.0,0.0,0.13
9370,HULK HOGAN'S MAIN EVENT,X360,2011.0,Fighting,505 Games,0.1,0.02,0.0,0.01,0.13
9371,TRANSFORMERS: DEVASTATION,XOne,2015.0,Action,Activision,0.09,0.03,0.0,0.01,0.13
9372,EURO TRUCK SIMULATOR 2,PC,2012.0,Action,SCS Software,0.0,0.12,0.0,0.02,0.13
9373,DMC: DEVIL MAY CRY,XOne,2015.0,Action,Capcom,0.08,0.04,0.0,0.01,0.13
9374,WIPEOUT 3 THE GAME,WiiU,2012.0,Action,Activision,0.12,0.0,0.0,0.01,0.13
9375,YS: THE ARK OF NAPISHTIM,PS2,2005.0,Role-Playing,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13
9376,PETER JACKSON'S KING KONG: THE OFFICIAL GAME OF THE MOVIE,DS,2005.0,Action,Ubisoft,0.12,0.0,0.0,0.01,0.13
9377,BRAIN ASSIST,DS,2007.0,Misc,Sega,0.12,0.0,0.0,0.01,0.13
9378,AZURE DREAMS,PS,1997.0,Role-Playing,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13
9379,RUMBLE ROSES XX,X360,2006.0,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13
9380,SPACE CAMP,Wii,2009.0,Action,Activision,0.12,0.0,0.0,0.01,0.13
9381,SINGSTAR LATINO,PS2,2007.0,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.13
